adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/zDco4p657ob6pj7kZCOPZxRqmo6.jpg,[18],484747,fr,Les Chatouilles,"Odette is a 8-yr-old girl who loves to dance and draw. Once she has become an adult, Odette realizes she was abused, and immerses herself body and soul in her career as a dancer while trying to deal with her past.",9.701,/h3oNso475RURIBQmrVkyEfwrWOS.jpg,2018-11-14,Little Tickles,False,7.5,276
False,/wCDvBzr4rcrhTWlb0ytOKIpycUN.jpg,[18],377273,pt,Aquarius,"Clara, a vibrant former music critic and widow with flowing tresses is the only remaining apartment owner in a beautiful older building targeted for demolition by ruthless luxury high-rise developers. Clara proves to be a force to be reckoned with as she thwarts the builders plans to kick her out of the apartment.",6.512,/Xue7dRut5p2l6a9oCwTLI53GM9.jpg,2016-09-01,Aquarius,False,7.5,419
False,/qXctHIfK4LAgHH7qZiJJVCPclaY.jpg,"[16, 35, 10751, 14]",876716,en,Ciao Alberto,"With his best friend Luca away at school, Alberto is enjoying his new life in Portorosso working alongside Massimo – the imposing, tattooed, one-armed fisherman of few words – who's quite possibly the coolest human in the entire world as far as Alberto is concerned. He wants more than anything to impress his mentor, but it's easier said than done.",46.51,/1SyTnaY0wte69oKdqxQLvxPT3hs.jpg,2021-11-12,Ciao Alberto,False,7.5,578
False,/ow2lN2vRDsBM9rW1oo8hoe68302.jpg,"[18, 36, 53]",483983,de,Ballon,"Two families attempt a daredevil plan to escape the GDR with a homemade hot air balloon, but it crashes just before the border. The Stasi finds traces of this attempt to escape and immediately starts investigations, while the two families are forced to build a new escape balloon. With each passing day the Stasi is closer on their heels – a nerve-wracking race against time begins.",11.944,/nRs8A0zp0jU211j8Zay3ApIzlpx.jpg,2018-09-27,Balloon,False,7.5,363
False,/4x0YosZ3AKIMElxvZZ4hCMBIVkF.jpg,"[16, 10751, 35]",13930,en,For the Birds,"One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.",8.174,/lZFbUkgqTL3WLVJ5bOZ3zfSIM7F.jpg,2000-11-02,For the Birds,False,7.5,1056
False,/4t5ImGrZLNUwOiKfLLi4iE9A2EV.jpg,"[35, 18, 10749]",10451,zh,飲食男女,"A retired and widowed Chinese master chef Chu and his family live in modern day Taipei, Taiwan. He lives with his three attractive daughters, all of whom are unattached. Soon, each of the daughters encounter new men in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes. Since the family has difficulty expressing their love for each other, the intricate preparation of banquet quality dishes for their Sunday dinners is the surrogate for their familial feelings.",10.026,/olhIWtIBFg6VWK59DEd4lAvgVgz.jpg,1994-08-03,Eat Drink Man Woman,False,7.5,263
False,/pTKFWLYVuS1vlWq9pLgLj22OOWw.jpg,"[53, 9648]",8740,nl,Spoorloos,A man embarks on an increasingly obsessive search for his girlfriend after she disappears without a trace during a romantic summer getaway to France.,8.508,/eE5bbuRJluooG2MjEAsLEYyuJoa.jpg,1988-10-27,The Vanishing,False,7.5,501
False,/pMBKzEotLUzk3NuQiyVjZEDlH70.jpg,"[18, 10402, 10749]",69,en,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",22.728,/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg,2005-09-13,Walk the Line,False,7.5,2502
False,/rWrvcsrvISKXdMOzCdkvU3Jtg0j.jpg,"[53, 80, 18]",582014,en,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",21.212,/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,2020-12-13,Promising Young Woman,False,7.5,2498
False,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,"[28, 12, 16, 10751]",260513,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",55.966,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,2018-06-14,Incredibles 2,False,7.5,11601
False,/pQu3nfTeH0BckzJymAxaVnrMFut.jpg,"[18, 10749]",4024,fr,L'Année dernière à Marienbad,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",8.147,/tizZ7JnXRFMvoNegu2CtM2ab9E7.jpg,1961-05-25,Last Year at Marienbad,False,7.5,402
False,/ciC1MRPPcvCpULFRh0FvSvdgKeX.jpg,"[80, 18, 9648]",3009,en,Le Procès,"Josef K wakes up in the morning and finds the police in his room. They tell him that he is on trial but nobody tells him what he is accused of. In order to find out about the reason for this accusation and to protest his innocence, he tries to look behind the façade of the judicial system. But since this remains fruitless, there seems to be no chance for him to escape from this Kafkaesque nightmare.",11.743,/sl3sO7rwfNsVHeH3UHKaIV3A3MW.jpg,1962-12-21,The Trial,False,7.5,389
False,/3EJ7lQ9VOnvFLv2KrJOtlGA3uzT.jpg,"[18, 53, 80]",379,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",11.554,/i83gYdglRCjCRLSsmCk5nRWRmDM.jpg,1990-09-21,Miller's Crossing,False,7.5,1389
False,/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg,"[18, 14]",345938,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",88.772,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,2017-03-03,The Shack,False,7.5,1857
False,/lnNEmbGoxcSoO69NeavliNUxT3O.jpg,"[18, 10749, 35]",127501,hi,बर्फी!,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,10.247,/8lVuWmArvr41CvyvpgI3elD5iB1.jpg,2012-09-13,Barfi!,False,7.5,270
False,/yMMnFrFNaUhB0kupjZ6Gzay32Di.jpg,"[35, 18, 10749]",14736,en,Love & Basketball,"Monica Wright and Quincy McCall grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball.  As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",12.743,/zNZWNX19FZ5QyedprVM0ldsXFiP.jpg,2000-04-21,Love & Basketball,False,7.5,376
False,/g2s22rGjCTCYsjI1iAflem7HjdG.jpg,"[35, 18]",9428,en,The Royal Tenenbaums,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",16.014,/syaECBy6irxSgeF0m5ltGPNTWXL.jpg,2001-10-05,The Royal Tenenbaums,False,7.5,3981
False,/e86j48mkpIzFSNutRGcNiltWCNt.jpg,"[18, 28, 36]",8342,bs,No Man's Land,"Two soldiers from opposite sites get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?",9.702,/nmq5B6GMZsijSB42tBS8S3YKtEN.jpg,2001-09-08,No Man's Land,False,7.5,380
False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",247.603,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.5,3964
False,/q8Ea7BIux9GevWePejuz8a1zHx8.jpg,"[18, 36, 10752]",76758,zh,金陵十三釵,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",14.304,/pYltmnA1VDWl45EcVQoJYPsTpLW.jpg,2011-12-15,The Flowers of War,False,7.5,677
False,/eZwwJ5yRpMDhZzfMS7XeWwUzLSE.jpg,"[10752, 18]",442065,en,The Last Full Measure,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",13.178,/bMG8c80lyEkBXVgyHVqsdQhjgf6.jpg,2020-01-23,The Last Full Measure,False,7.5,380
False,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,35.858,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,2016-12-14,Rogue One: A Star Wars Story,False,7.5,13851
False,/wR9NahPRws9jA96rr6X3flpFveM.jpg,"[12, 18, 28]",32909,zh,花木兰,"When barbarian hordes threaten her homeland, the brave and cunning Mulan disguises herself as a male soldier to swell the ranks in her aging father's stead. The warrior's remarkable courage drives her through powerful battle scenes and brutal wartime strategy. Mulan loses dear friends to the enemy's blade as she rises to become one of her country's most valuable leaders — but can she win the war before her secret is exposed?",13.46,/b6YT5hWAbjJDRlrwodeTGPoaV3O.jpg,2009-11-26,Mulan: Rise of a Warrior,False,7.5,377
False,/ezrb56YdkoG59fZj50IxE9OnADx.jpg,"[28, 80, 53]",984,en,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",15.871,/UHxxkYe9tRdiPu0JFgcEL5hmQ4.jpg,1971-12-23,Dirty Harry,False,7.5,2063
False,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,"[878, 28, 12, 53]",106,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,59.835,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,Predator,False,7.5,6834
False,/snZCW8qyOmH2jYwCR6DRrm64Kwf.jpg,"[18, 10749]",660000,fr,Illusions perdues,"Taking place between the years 1837 and 1843, Balzac’s classic novel focuses on the young poet Lucien de Rubempré, who leaves Angouleme for Paris in the pursuit of becoming an author.",9.626,/vLr7juofGqjOI2CyJ7hEKBXymxu.jpg,2021-10-20,Lost Illusions,False,7.5,367
False,/9OKzKuCfcMwpHVp56pjNI7J4xXR.jpg,[27],923,en,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",22.749,/h6aVbUsiJB3Le1xrhyZXsXZOI3h.jpg,1978-09-02,Dawn of the Dead,False,7.5,1763
False,/AqLtFRKVX2G0ghMnMnQoSGan4pY.jpg,"[18, 10402]",786,en,Almost Famous,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",18.327,/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,2000-09-15,Almost Famous,False,7.5,2324
False,/1bKaYqiSKO0vNdYOwZBhVNesViq.jpg,"[18, 28]",7549,zh,霍元甲,"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",19.388,/yKJ7rjIwOa8XvACELo9eV8IvMPb.jpg,2006-01-26,Fearless,False,7.5,1087
False,/euAMcJLG26pW1kv4kPEtVEwwroQ.jpg,"[18, 36]",476968,en,"Paul, Apostle of Christ","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",40.41,/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,2018-03-23,"Paul, Apostle of Christ",False,7.5,285
False,/arFPEDEW4PzPaMBXgTPzJlumfGw.jpg,[18],203833,en,The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",16.67,/wj4U5sMLcJMa3WR9CpRR9e2sdgZ.jpg,2013-11-08,The Book Thief,False,7.5,4000
False,/58FLqhrAOYGLoEBGP0Xrzd6a3Mt.jpg,"[35, 10402, 18]",13403,en,Hedwig and the Angry Inch,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”",9.712,/jafIFAW8sHQkzWPGoMDR4892dFI.jpg,2001-07-20,Hedwig and the Angry Inch,False,7.5,312
False,/2Ae0iV2HR3Raoras8G40MjBtJnn.jpg,"[18, 14, 10749]",648,fr,La Belle et la Bête,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",10.85,/iYSe3yrkma0e1B0wWPXgr8w5sDN.jpg,1946-10-29,Beauty and the Beast,False,7.5,500
False,/n7vcKtvScHPJREEaLIuRk41mMot.jpg,"[18, 10749, 10752, 10402]",440298,pl,Zimna wojna,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",10.201,/6rbS8oPIgUMhQgIX8oGVTtlNgLR.jpg,2018-06-08,Cold War,False,7.5,1318
False,/o0ghC4XMIMdbRBXIqSvnPrxwj3W.jpg,"[10749, 18]",258480,en,Carol,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",17.635,/A8JV3ockAvWOXmcNZyAGqlyTTBw.jpg,2015-11-20,Carol,False,7.5,3302
False,/1OK9voMZPeeXZ9OFcT7sUJJxmSw.jpg,"[18, 53, 10752]",9075,nl,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",14.065,/2nvdrMZ9TvTYglDsISZU38ycbn4.jpg,2006-09-14,Black Book,False,7.5,978
False,/dzm6sNpz9UwG208xyGKAJ6e4ybA.jpg,[18],166666,de,3096 Tage,A young Austrian girl is kidnapped and held in captivity for eight years. Based on the real-life case of Natascha Kampusch.,25.44,/jQ7aucozEWiz1cBCdZtcYSJfWC7.jpg,2013-02-21,3096 Days,False,7.5,762
False,/hpiEAclfvNJOYPEIhmVewK3n77c.jpg,"[16, 28, 878]",71883,ja,レッドライン,"The most dangerous and exciting car race in the universe is held only once every five years. And that's tonight. The competitors are lined up at the starting block. In his vehicle, JP, the most daredevil driver on the circuit, is ready for the green light. Female driver Sonoshee, with whom he is secretly in love, is also on the starting line. She will stop at nothing to get on to that podium. In this race, not only is anything possible, but also anything is allowed. In fact, their adversaries have modified their vehicles to equip them with highly destructive weapons; with such participants, it is hardly surprising that Redline is forbidden by the authorities, who will try anything to halt the proceedings.",15.924,/yUkH0y9OsY7J08Dvfzi1P0di559.jpg,2010-05-27,Redline,False,7.5,340
False,/wMWI3X5uEg24s8XR7OYwId5SUKk.jpg,[18],12169,fr,Le premier jour du reste de ta vie,A sprawling drama centered on five key days in a family's life.,5.658,/w6pi0wqfNnwbCWc98jW3opwl0dF.jpg,2008-07-23,The First Day of the Rest of Your Life,False,7.5,419
False,/5rbPwIdEZTyLTkpAgvGdacgCr7T.jpg,"[18, 53, 27]",11481,en,Repulsion,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",11.209,/dtyCKEPLqv9wxyVazL4b843vtUb.jpg,1965-06-01,Repulsion,False,7.5,831
False,/sv8nSUSXb7ldLOg4dm6KDIDdSEU.jpg,"[35, 36]",14257,fr,La Folie des grandeurs,"Don Sallust is the minister of the King of Spain. Being disingenuous, hypocritical, greedy and collecting the taxes for himself, he is hated by the people he oppresses. Accused by The Queen, a beautiful princess Bavarian, of having an illegitimate child to one of her maids of honor, he was stripped of his duties and ordered to retire to a monastery.",13.331,/tYc7ArxBlWpenHuz0bpnwjPnbhL.jpg,1971-12-08,Delusions of Grandeur,False,7.5,592
False,/iVnsOj0MtVE1lzfillNAPqCdhpR.jpg,"[18, 35, 80]",1023,da,Adams æbler,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,9.692,/v5KtTI8uFWqOed7dL3nzAvOTCn2.jpg,2005-04-15,Adam's Apples,False,7.5,574
False,/mfhxx62YCizDGgdQtRhWWXwr5Aw.jpg,"[28, 53, 80]",214910,ko,화이: 괴물을 삼킨 아이,"After being kidnapped as a small child and raised by the five men who abducted him, a teenage boy is now forced to join their life in crime.",8.858,/hNpDVRTXBVLUoSEjXdxxkHMHZqw.jpg,2013-10-09,Hwayi: A Monster Boy,False,7.5,201
False,/gTPH5zIvkl8HV9vLsqOiPBVTsSB.jpg,"[35, 53, 18]",10843,en,After Hours,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,10.938,/9NyT0qHwVDsazubfSwLxt6fR7Ym.jpg,1985-09-13,After Hours,False,7.5,1171
False,/zUjoSkd8AXuCBRvgaS24qPDdBj2.jpg,"[35, 18]",613090,es,Vivir dos veces,A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,9.271,/AhxpEQ0C1UGqMWHBucw0Fj7S3mD.jpg,2019-09-06,"Live Twice, Love Once",False,7.5,308
False,/5OJOKbjjuX4Wt8oLanWqa56NCMv.jpg,"[10749, 35]",603661,en,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",18.141,/prbZxJxGcy07y60eq8lCGMciTYz.jpg,2021-12-09,The Hating Game,False,7.5,752
False,/gdxPHC5nw9sBrrUyiOnzkWqnLE4.jpg,"[28, 35, 878, 14]",251516,en,Kung Fury,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",6.999,/6Qam8Leycapwik947j6U3vcUbAv.jpg,2015-05-22,Kung Fury,False,7.5,1658
False,/kjqaQhZnbKn2es1xFzFGT4yDbFM.jpg,"[16, 28, 878, 18, 14]",39323,ja,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",56.969,/docwOsWZuwJKQdwcYJtQPBcg6bm.jpg,1990-10-17,Dragon Ball Z: Bardock - The Father of Goku,False,7.5,546
False,/mQoSPZ8LR8d1ExCLWlcp8dlI78G.jpg,"[10402, 35]",11031,en,This Is Spinal Tap,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",11.082,/z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg,1984-05-04,This Is Spinal Tap,False,7.5,1188
False,/uEoaOfvWibpvjBNxFoj4MxWn0OH.jpg,"[35, 80]",10377,en,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",15.539,/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,1992-03-13,My Cousin Vinny,False,7.5,1270
False,/b6elu2cz2Be9PqgX0MzggMCH4fk.jpg,"[28, 18, 53]",4689,ko,복수는 나의 것,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",16.544,/qtB1B1KcmggRfuhZELQ08aIGBV1.jpg,2002-03-29,Sympathy for Mr. Vengeance,False,7.5,1189
False,/2DwSRqFuqZoGqbJVkuAFsulYVQA.jpg,[35],539617,en,Big Time Adolescence,"A seemingly bright and mostly innocent 16-year-old named Mo attempts to navigate high school under the guidance of his best friend Zeke, an unmotivated-yet-charismatic college dropout. Although Zeke genuinely cares about Mo, things start to go awry as he teaches Mo nontraditional life lessons in drug dealing, partying, and dating. Meanwhile, Mo’s well-meaning dad tries to step in and take back the reins of his son’s upbringing.",15.021,/bFjhHlHjiWouLmJWxGMHGn1MQKX.jpg,2020-03-13,Big Time Adolescence,False,7.5,276
False,/nr4sQ4Stw8LQfUjy9lxX80MxZyy.jpg,"[80, 18]",41585,it,Mery per sempre,"A teacher discovers his calling. Marco relocates to Palermo from Milan and takes a job teaching in a reform school while he waits for a high school position. He tries to understand and motivate his handful of students, reading them colloquial poetry, encouraging them to stand up for their rights, finding out about their histories. Natale, in for murder, enamoured of the Mafia, the King Rat within the group; Mery, a drag queen, arrested for assault when defending himself, in love with Mario and, in daylight, rejected by all; Pietro, illiterate, muscular, believing his destiny is set; the callow Claudio, vulnerable, learning to harden himself. What can Mario learn and do in such a short time?",5.855,/AhL2omSbAUXyeodDfATKls9ePsT.jpg,1989-05-03,Mary Forever,False,7.5,201
False,/aOXvUbPAQXoPY9l8BhroVFnxrZJ.jpg,[35],38396,it,Così è la vita,"Fugitive convict Aldo seizes a car, taking policeman Giacomo and civilian Giovanni hostages. While chased by the police all over Italy, they will eventually become friends.",6.831,/u1UzOHEzeYjUvxOk7yby7GgGidj.jpg,1998-12-18,That's Life,False,7.5,1226
False,/oCC3rSccbJV9bxMDRedtqI6pnla.jpg,[35],11030,en,Zelig,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",7.724,/nGqM1TtnpPjOIDsCpMNDxuwrnnF.jpg,1983-07-15,Zelig,False,7.5,744
False,/3K54t5psPT0Ufqd2zbXK0sB4KUL.jpg,"[80, 18, 53]",9559,en,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",18.748,/1II9kMjOuho3pnEvxkpx7e3ozOO.jpg,1993-11-24,A Perfect World,False,7.5,1396
False,/tj58v7h4d9xDkFr3Hot0qhKdwRf.jpg,"[16, 10751, 35]",747059,en,Burrow,"A young rabbit embarks on a journey to dig the burrow of her dreams, despite not having a clue what she's doing.",6.786,/zkQcHvMc7gVG6OWVotVLDeRkrRl.jpg,2020-12-25,Burrow,False,7.5,220
False,/zbdBYpte1Crlfjs8jPVzplOQBpN.jpg,"[12, 35, 10751]",346648,en,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",25.987,/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,2017-11-09,Paddington 2,False,7.5,1940
False,/AklO85uUDAL3O7iSOtFGfqT3w8n.jpg,"[18, 53, 9648]",345,en,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",30.249,/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,1999-07-16,Eyes Wide Shut,False,7.5,5201
False,/sSN5agmiCE4NIuhWr2a58TRCz1t.jpg,[18],244088,it,Il capitale umano,The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.,7.222,/nQxQ2N2wXksZnHa2ZzdwCbDtmkE.jpg,2014-01-09,Human Capital,False,7.5,841
False,/sNg5mInBD52V7QdKJeP5J9InVH5.jpg,"[18, 80]",74879,tr,Bir Zamanlar Anadolu'da,"In the rural area around the Anatolian town of Keskin, the local prosecutor, police commissar, and doctor lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's exact location. As the group continues looking, its members can't help but chat among themselves about both trivia and their deepest concerns in an investigation that is proving more trying than any of them expected.",7.653,/jKnV5JDArGn6UyrI9HiYzs7Zykn.jpg,2011-09-23,Once Upon a Time in Anatolia,False,7.5,399
False,/eW8c4u3WhOVkPMnfe294lXggO3i.jpg,"[18, 36, 10752]",9665,en,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",24.385,/tubPIJJah9iJ9eDHXxaxjLdOcQd.jpg,1989-12-15,Glory,False,7.5,1329
False,/7DoXo3EPZVjkvT5Ejzum3WvDR2s.jpg,"[28, 80, 53]",7500,ja,Sonatine,A Japanese mobster attempts to even the score when he realizes he and his lackeys have been pawns in a lethal game.,14.463,/mX9E4fEuG17L2e7bZmhBc0XdRbw.jpg,1993-04-10,Sonatine,False,7.5,521
False,/ShDHEWiJ4NL6ldn4W2m3bEkIBr.jpg,"[18, 53, 80, 9648]",186,en,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",22.332,/x21s3p5wPww534nYj1cWakTcqz4.jpg,2006-02-24,Lucky Number Slevin,False,7.5,3587
False,/9lmhckTkYuETKUSMR9dQR76xMhY.jpg,[28],17809,zh,精武英雄,"Chen Zhen, a Chinese engineering student in Kyoto, who braves the insults and abuse of his Japanse fellow students for his local love Mitsuko Yamada, daughter of the director, returns in 1937 to his native Shangai, under Japanse protectorate -in fact military occupation- after reading about the death of his kung-fu master Hou Ting-An in a fight against the Japanese champion Ryuichi Akutagawa.",19.275,/Aqa1Yuog2OFrduwSffxZc2w4Tnk.jpg,1994-12-22,Fist of Legend,False,7.5,437
False,/6hA8eN37Ky8C6X6uJwKsBNTuj4t.jpg,"[35, 18, 10749]",219,es,Volver,"Raimunda lives and works in Madrid with her husband Paco and their daughter Paula. Raimunda's sister Sole lives nearby. The two sisters miss their mother Irene who died several years ago in a house fire along with their father. When a former neighbor from their hometown reports that she has seen the ghost of Irene, the daughters do not believe her. After a murder and a family tragedy, however, Irene's spirit materializes around her daughters to comfort them.",17.562,/pT2GicqmTwsdXTGD7stYrrqWt47.jpg,2006-03-17,Volver,False,7.5,1471
